Model,Val_Accuracy,Val_Precision,Val_Recall,Val_F1,Val_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_Loss,Train_Val_Accuracy_Gap
Baseline CNN,0.9779693484306335,0.9833119511604309,0.9871134161949158,0.9852090166683444,0.5334939956665039,0.7532051205635071,0.7185184955596924,0.9948717951774597,0.8344085867769634,27.765493392944336,0.02537071704864502
