loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall,lr
12.633837699890137,0.8724831938743591,0.9520958065986633,0.8722168207168579,70.11680603027344,0.7432950139045715,0.7432950139045715,1.0,0.001
4.339489459991455,0.936241626739502,0.9758145809173584,0.93739914894104,34.393341064453125,0.7432950139045715,0.7432950139045715,1.0,0.001
2.85522198677063,0.9448705911636353,0.9802477359771729,0.9448208808898926,30.89336395263672,0.7432950139045715,0.7432950139045715,1.0,0.001
1.7291269302368164,0.9609299898147583,0.9864148497581482,0.9606324434280396,31.175439834594727,0.7442528605461121,0.7440076470375061,1.0,0.001
1.5244414806365967,0.9609299898147583,0.9860926866531372,0.9609551429748535,3.4974567890167236,0.9157088398933411,0.8981481194496155,1.0,0.001
1.2126922607421875,0.9686002135276794,0.9884792566299438,0.969022274017334,0.7414089441299438,0.9722222089767456,0.966292142868042,0.9974226951599121,0.001
1.3174831867218018,0.9628475308418274,0.9874172210693359,0.9622458815574646,14.747632026672363,0.8055555820465088,0.7926455736160278,1.0,0.001
1.3851069211959839,0.9654842019081116,0.9884297251701355,0.9648273587226868,1.7931288480758667,0.9492337107658386,0.937122106552124,0.998711347579956,0.001
1.1202983856201172,0.9712368249893188,0.9894840717315674,0.9716037511825562,11.256869316101074,0.8227969408035278,0.807492196559906,1.0,0.001
0.6703118085861206,0.9769894480705261,0.9914893507957458,0.9774120450019836,1.1779429912567139,0.9626436829566956,0.9893758296966553,0.9600515365600586,0.0005
0.5578101873397827,0.9803451299667358,0.9928128123283386,0.9806389212608337,0.5334939956665039,0.9779693484306335,0.9833119511604309,0.9871134161949158,0.0005
0.4133089780807495,0.9856184124946594,0.9954352974891663,0.9851564764976501,4.528823375701904,0.9070881009101868,0.8888888955116272,1.0,0.0005
0.5143526792526245,0.9837008714675903,0.994453489780426,0.9835430979728699,2.166351079940796,0.9473180174827576,0.9338147044181824,1.0,0.0005
0.506434440612793,0.9822627305984497,0.993152916431427,0.9828976988792419,15.599696159362793,0.7911877632141113,0.7806841135025024,1.0,0.0005
0.36536431312561035,0.9863374829292297,0.9947950839996338,0.9867699146270752,0.7424977421760559,0.977011501789093,0.9735516309738159,0.9961340427398682,0.00025
0.3383290767669678,0.9870565533638,0.9957668781280518,0.9867699146270752,1.5735129117965698,0.961685836315155,0.952088475227356,0.998711347579956,0.00025
