Model,Val_Accuracy,Val_Precision,Val_Recall,Val_F1,Val_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_Loss,Train_Val_Accuracy_Gap
Improved CNN V2 (Fixed),0.7432950139045715,0.7432950139045715,1.0,0.8527472492906009,0.6059732437133789,0.625,0.625,1.0,0.7692307692307693,0.7271206378936768,-0.12856072187423706
