Model,Val_Accuracy,Val_Precision,Val_Recall,Val_F1,Val_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_Loss,Train_Val_Accuracy_Gap
Improved CNN,0.35153257846832275,0.9900990128517151,0.12886597216129303,0.22805015981012056,1.0330078601837158,0.4326923191547394,0.875,0.10769230872392654,0.19178082355360843,1.0190573930740356,0.32228052616119385
