Model,Val_Accuracy,Val_Precision,Val_Recall,Val_F1,Val_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_Loss
Improved V3 (Baseline + Augmentation),0.9645593762397766,0.9695044755935669,0.9832473993301392,0.9763275780273405,0.6494665145874023,0.7483974099159241,0.7137614488601685,0.9974358677864075,0.832085538249316,9.241901397705078
